decision_id,category,decision,advisors_present,num_advisors,votes_json,yes_votes,no_votes,abstain_votes,board_recommendation,final_choice,user_aligned_with_board,outcome,satisfaction_score,days_to_outcome
DEC-0353,Relationships,Should I prioritize my relationship or my career right now?,"Inner Critic, Builder, Adventurer, Spouse/Partner, 80-Year-Old You",5,"{""Inner Critic"": ""No"", ""Builder"": ""Abstain"", ""Adventurer"": ""Yes"", ""Spouse/Partner"": ""No"", ""80-Year-Old You"": ""No""}",1,3,1,No,Did not proceed (aligned with majority),True,Mixed,4,82.0
DEC-0354,Creative,Should I self-publish or try traditional publishing?,"Future Self, Therapist, Adventurer, Inner Critic, Spouse/Partner",5,"{""Future Self"": ""Abstain"", ""Therapist"": ""Yes"", ""Adventurer"": ""Yes"", ""Inner Critic"": ""Abstain"", ""Spouse/Partner"": ""Yes""}",3,0,2,Yes,Proceeded (aligned with majority),True,Successful,4,15.0
DEC-0355,Personal Growth,Should I read more books or take more courses?,"CFO, Builder, Inner Critic",3,"{""CFO"": ""Abstain"", ""Builder"": ""Yes"", ""Inner Critic"": ""No""}",1,1,1,Split,Proceeded anyway,False,Mixed,4,87.0
DEC-0356,Health,Should I quit drinking for a year?,"Dad Voice, Spouse/Partner, CFO, Builder, Adventurer",5,"{""Dad Voice"": ""No"", ""Spouse/Partner"": ""Yes"", ""CFO"": ""Abstain"", ""Builder"": ""Yes"", ""Adventurer"": ""Yes""}",3,1,1,Yes,Delayed decision,False,Successful,5,10.0
DEC-0357,Relationships,Should I forgive my friend for breaking my trust?,"Chaos Goblin, Therapist, CFO, Dad Voice, Spouse/Partner",5,"{""Chaos Goblin"": ""Yes"", ""Therapist"": ""Yes"", ""CFO"": ""Yes"", ""Dad Voice"": ""Yes"", ""Spouse/Partner"": ""Abstain""}",4,0,1,Yes,Delayed decision,False,Successful,5,71.0
DEC-0358,Health,Should I get the elective surgery now or wait?,"Inner Critic, Future Self, Builder",3,"{""Inner Critic"": ""No"", ""Future Self"": ""No"", ""Builder"": ""No""}",0,3,0,No,Did not proceed (aligned with majority),True,Mixed,3,88.0
DEC-0359,Health,Should I take a sabbatical for burnout recovery?,"Builder, Dad Voice, Chaos Goblin",3,"{""Builder"": ""No"", ""Dad Voice"": ""No"", ""Chaos Goblin"": ""No""}",0,3,0,No,Did not proceed (aligned with majority),True,Pending,4,
DEC-0360,Personal Growth,Should I take the public speaking course?,"Chaos Goblin, Dad Voice, Therapist, Spouse/Partner",4,"{""Chaos Goblin"": ""Yes"", ""Dad Voice"": ""No"", ""Therapist"": ""Yes"", ""Spouse/Partner"": ""No""}",2,2,0,Split,Did not proceed (aligned with majority),True,Successful,4,53.0
DEC-0361,Career,Should I accept the lateral move to a different department?,"Spouse/Partner, CFO, Builder",3,"{""Spouse/Partner"": ""Abstain"", ""CFO"": ""No"", ""Builder"": ""Yes""}",1,1,1,Split,Proceeded anyway,False,Pending,3,
DEC-0362,Creative,Should I apply to the residency program abroad?,"Inner Critic, Dad Voice, Builder, CFO, Chaos Goblin",5,"{""Inner Critic"": ""No"", ""Dad Voice"": ""Yes"", ""Builder"": ""Yes"", ""CFO"": ""Abstain"", ""Chaos Goblin"": ""Yes""}",3,1,1,Yes,Proceeded (aligned with majority),True,Successful,5,75.0
DEC-0363,Finance,Should I sell my stocks during this market dip?,"Therapist, 80-Year-Old You, Builder",3,"{""Therapist"": ""No"", ""80-Year-Old You"": ""Abstain"", ""Builder"": ""No""}",0,2,1,No,Chose compromise,False,Successful,5,7.0
DEC-0364,Lifestyle,Should I invest in the expensive hobby equipment?,"Chaos Goblin, Adventurer, CFO, Dad Voice, Builder",5,"{""Chaos Goblin"": ""Yes"", ""Adventurer"": ""No"", ""CFO"": ""No"", ""Dad Voice"": ""Abstain"", ""Builder"": ""Abstain""}",1,2,2,No,Proceeded anyway,False,Unsuccessful,2,4.0
DEC-0365,Lifestyle,Should I invest in the expensive hobby equipment?,"Chaos Goblin, CFO, Spouse/Partner, 80-Year-Old You, Inner Critic",5,"{""Chaos Goblin"": ""Yes"", ""CFO"": ""No"", ""Spouse/Partner"": ""Yes"", ""80-Year-Old You"": ""No"", ""Inner Critic"": ""Yes""}",3,2,0,Yes,Chose alternative path,False,Pending,4,
DEC-0366,Creative,Should I enter the competition even though I might not win?,"Inner Critic, Adventurer, Future Self, 80-Year-Old You, Builder",5,"{""Inner Critic"": ""Abstain"", ""Adventurer"": ""Yes"", ""Future Self"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Builder"": ""No""}",3,1,1,Yes,Proceeded (aligned with majority),True,Successful,4,58.0
DEC-0367,Creative,Should I take the unconventional career path?,"80-Year-Old You, Inner Critic, Future Self",3,"{""80-Year-Old You"": ""Yes"", ""Inner Critic"": ""No"", ""Future Self"": ""Yes""}",2,1,0,Yes,Chose alternative path,False,Unsuccessful,1,12.0
DEC-0368,Relationships,Should I tell my partner about my past?,"Therapist, Adventurer, Inner Critic, Dad Voice",4,"{""Therapist"": ""No"", ""Adventurer"": ""Yes"", ""Inner Critic"": ""Yes"", ""Dad Voice"": ""Yes""}",3,1,0,Yes,Chose alternative path,False,Unsuccessful,1,47.0
DEC-0369,Personal Growth,Should I set a strict morning routine?,"Dad Voice, Builder, 80-Year-Old You, CFO",4,"{""Dad Voice"": ""Abstain"", ""Builder"": ""Yes"", ""80-Year-Old You"": ""No"", ""CFO"": ""Yes""}",2,1,1,Yes,Chose alternative path,False,Successful,5,34.0
DEC-0370,Personal Growth,Should I attend the silent retreat?,"Spouse/Partner, CFO, Therapist",3,"{""Spouse/Partner"": ""No"", ""CFO"": ""Yes"", ""Therapist"": ""No""}",1,2,0,No,Proceeded anyway,False,Successful,4,29.0
DEC-0371,Personal Growth,Should I commit to journaling daily?,"Inner Critic, 80-Year-Old You, Builder, Therapist",4,"{""Inner Critic"": ""No"", ""80-Year-Old You"": ""Yes"", ""Builder"": ""No"", ""Therapist"": ""Abstain""}",1,2,1,No,Proceeded anyway,False,Successful,4,82.0
DEC-0372,Relationships,Should I have the difficult conversation about our future?,"CFO, Adventurer, Chaos Goblin, Therapist",4,"{""CFO"": ""Yes"", ""Adventurer"": ""Abstain"", ""Chaos Goblin"": ""Abstain"", ""Therapist"": ""Abstain""}",1,0,3,Yes,Proceeded (aligned with majority),True,Pending,4,
DEC-0373,Finance,Should I max out my 401k or save for a down payment?,"Adventurer, Therapist, 80-Year-Old You, Chaos Goblin, Spouse/Partner",5,"{""Adventurer"": ""Yes"", ""Therapist"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Chaos Goblin"": ""No"", ""Spouse/Partner"": ""Abstain""}",3,1,1,Yes,Proceeded (aligned with majority),True,Successful,4,45.0
DEC-0374,Health,Should I prioritize sleep over my social life?,"Builder, CFO, Therapist, 80-Year-Old You, Dad Voice",5,"{""Builder"": ""Yes"", ""CFO"": ""No"", ""Therapist"": ""Abstain"", ""80-Year-Old You"": ""Abstain"", ""Dad Voice"": ""Yes""}",2,1,2,Yes,Proceeded (aligned with majority),True,Successful,4,6.0
DEC-0375,Personal Growth,Should I start a podcast about my niche interest?,"Builder, Therapist, Chaos Goblin",3,"{""Builder"": ""No"", ""Therapist"": ""Yes"", ""Chaos Goblin"": ""Yes""}",2,1,0,Yes,Delayed decision,False,Mixed,3,32.0
DEC-0376,Health,Should I get the elective surgery now or wait?,"Builder, Chaos Goblin, Spouse/Partner, 80-Year-Old You, Dad Voice",5,"{""Builder"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Spouse/Partner"": ""No"", ""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""No""}",3,2,0,Yes,Proceeded (aligned with majority),True,Successful,5,70.0
DEC-0377,Finance,Should I max out my 401k or save for a down payment?,"Dad Voice, Builder, Therapist",3,"{""Dad Voice"": ""Yes"", ""Builder"": ""No"", ""Therapist"": ""Abstain""}",1,1,1,Split,Proceeded anyway,False,Unsuccessful,1,6.0
DEC-0378,Creative,Should I self-publish or try traditional publishing?,"Chaos Goblin, Spouse/Partner, 80-Year-Old You, Therapist",4,"{""Chaos Goblin"": ""Abstain"", ""Spouse/Partner"": ""Abstain"", ""80-Year-Old You"": ""Abstain"", ""Therapist"": ""Yes""}",1,0,3,Yes,Chose alternative path,False,Successful,4,81.0
DEC-0379,Personal Growth,Should I start a podcast about my niche interest?,"Dad Voice, Future Self, Inner Critic, Adventurer, Therapist",5,"{""Dad Voice"": ""Yes"", ""Future Self"": ""Yes"", ""Inner Critic"": ""Abstain"", ""Adventurer"": ""Yes"", ""Therapist"": ""Abstain""}",3,0,2,Yes,Proceeded (aligned with majority),True,Mixed,2,52.0
DEC-0380,Health,Should I try meditation even though I'm skeptical?,"Builder, Future Self, Inner Critic",3,"{""Builder"": ""Yes"", ""Future Self"": ""No"", ""Inner Critic"": ""Yes""}",2,1,0,Yes,Proceeded (aligned with majority),True,Successful,5,28.0
DEC-0381,Creative,Should I collaborate with someone whose style differs from mine?,"Builder, 80-Year-Old You, Inner Critic",3,"{""Builder"": ""No"", ""80-Year-Old You"": ""Abstain"", ""Inner Critic"": ""Abstain""}",0,1,2,No,Did not proceed (aligned with majority),True,Unsuccessful,2,51.0
DEC-0382,Lifestyle,Should I take the solo trip or wait for friends to be available?,"Dad Voice, Inner Critic, CFO, Spouse/Partner",4,"{""Dad Voice"": ""Yes"", ""Inner Critic"": ""No"", ""CFO"": ""Abstain"", ""Spouse/Partner"": ""Abstain""}",1,1,2,Split,Proceeded anyway,False,Mixed,4,8.0
DEC-0383,Personal Growth,Should I delete social media for a month?,"CFO, Future Self, Spouse/Partner, Inner Critic, Chaos Goblin",5,"{""CFO"": ""Abstain"", ""Future Self"": ""No"", ""Spouse/Partner"": ""Yes"", ""Inner Critic"": ""Yes"", ""Chaos Goblin"": ""Yes""}",3,1,1,Yes,Delayed decision,False,Unsuccessful,3,62.0
DEC-0384,Creative,Should I invest in professional equipment or keep bootstrapping?,"Inner Critic, Adventurer, Builder",3,"{""Inner Critic"": ""Abstain"", ""Adventurer"": ""Abstain"", ""Builder"": ""No""}",0,1,2,No,Proceeded anyway,False,Mixed,3,25.0
DEC-0385,Health,Should I switch to a standing desk?,"Future Self, 80-Year-Old You, Adventurer, Builder, Chaos Goblin",5,"{""Future Self"": ""No"", ""80-Year-Old You"": ""Abstain"", ""Adventurer"": ""No"", ""Builder"": ""No"", ""Chaos Goblin"": ""Yes""}",1,3,1,No,Proceeded anyway,False,Mixed,3,70.0
DEC-0386,Lifestyle,Should I get a roommate to split costs?,"Inner Critic, Builder, Chaos Goblin, Spouse/Partner, Future Self",5,"{""Inner Critic"": ""Yes"", ""Builder"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Spouse/Partner"": ""Abstain"", ""Future Self"": ""Abstain""}",3,0,2,Yes,Proceeded (aligned with majority),True,Successful,5,9.0
DEC-0387,Health,Should I take the medication my doctor prescribed?,"80-Year-Old You, Spouse/Partner, Builder, CFO",4,"{""80-Year-Old You"": ""Abstain"", ""Spouse/Partner"": ""Abstain"", ""Builder"": ""Yes"", ""CFO"": ""Abstain""}",1,0,3,Yes,Proceeded (aligned with majority),True,Mixed,3,3.0
DEC-0388,Personal Growth,Should I attend the silent retreat?,"Future Self, Dad Voice, 80-Year-Old You, Inner Critic",4,"{""Future Self"": ""Yes"", ""Dad Voice"": ""Yes"", ""80-Year-Old You"": ""No"", ""Inner Critic"": ""No""}",2,2,0,Split,Did not proceed (aligned with majority),True,Mixed,3,29.0
DEC-0389,Career,Should I pivot from engineering to product management?,"CFO, Therapist, Dad Voice",3,"{""CFO"": ""Yes"", ""Therapist"": ""Yes"", ""Dad Voice"": ""No""}",2,1,0,Yes,Chose alternative path,False,Mixed,2,16.0
DEC-0390,Health,Should I go vegetarian for health reasons?,"Spouse/Partner, Inner Critic, Builder",3,"{""Spouse/Partner"": ""Abstain"", ""Inner Critic"": ""No"", ""Builder"": ""Yes""}",1,1,1,Split,Proceeded anyway,False,Unsuccessful,1,51.0
DEC-0391,Creative,Should I share my creative work publicly?,"Inner Critic, Adventurer, Spouse/Partner, Future Self",4,"{""Inner Critic"": ""Yes"", ""Adventurer"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Future Self"": ""Yes""}",4,0,0,Yes,Proceeded (aligned with majority),True,Mixed,3,16.0
DEC-0392,Personal Growth,Should I start the creative project I keep postponing?,"Inner Critic, Adventurer, 80-Year-Old You, Therapist, Chaos Goblin",5,"{""Inner Critic"": ""No"", ""Adventurer"": ""No"", ""80-Year-Old You"": ""No"", ""Therapist"": ""No"", ""Chaos Goblin"": ""Abstain""}",0,4,1,No,Proceeded anyway,False,Mixed,3,19.0
DEC-0393,Personal Growth,Should I say yes to the scary opportunity?,"Inner Critic, 80-Year-Old You, Dad Voice, Chaos Goblin",4,"{""Inner Critic"": ""Yes"", ""80-Year-Old You"": ""No"", ""Dad Voice"": ""No"", ""Chaos Goblin"": ""Abstain""}",1,2,1,No,Proceeded anyway,False,Successful,5,18.0
DEC-0394,Lifestyle,Should I move back to my hometown?,"Dad Voice, Chaos Goblin, Inner Critic",3,"{""Dad Voice"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Inner Critic"": ""Abstain""}",2,0,1,Yes,Proceeded (aligned with majority),True,Mixed,3,35.0
DEC-0395,Creative,Should I share my creative work publicly?,"Spouse/Partner, Inner Critic, Therapist, Chaos Goblin",4,"{""Spouse/Partner"": ""Yes"", ""Inner Critic"": ""No"", ""Therapist"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",2,1,1,Yes,Chose alternative path,False,Successful,4,45.0
DEC-0396,Creative,Should I self-publish or try traditional publishing?,"80-Year-Old You, Dad Voice, CFO, Therapist, Adventurer",5,"{""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""No"", ""CFO"": ""Abstain"", ""Therapist"": ""No"", ""Adventurer"": ""Yes""}",2,2,1,Split,Did not proceed (aligned with majority),True,Successful,5,69.0
DEC-0397,Relationships,Should I move closer to family or stay where my life is?,"Therapist, Inner Critic, CFO, Adventurer, Spouse/Partner",5,"{""Therapist"": ""Abstain"", ""Inner Critic"": ""Abstain"", ""CFO"": ""Abstain"", ""Adventurer"": ""Yes"", ""Spouse/Partner"": ""Abstain""}",1,0,4,Yes,Proceeded (aligned with majority),True,Successful,5,83.0
DEC-0398,Personal Growth,Should I set a strict morning routine?,"Dad Voice, Chaos Goblin, Builder",3,"{""Dad Voice"": ""No"", ""Chaos Goblin"": ""Abstain"", ""Builder"": ""No""}",0,2,1,No,Did not proceed (aligned with majority),True,Successful,3,55.0
DEC-0399,Career,Should I take the startup offer over the corporate role?,"Therapist, 80-Year-Old You, Spouse/Partner",3,"{""Therapist"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Spouse/Partner"": ""Yes""}",3,0,0,Yes,Chose alternative path,False,Unsuccessful,3,59.0
DEC-0400,Personal Growth,Should I start writing the book I've been thinking about?,"Inner Critic, Builder, Future Self, Dad Voice",4,"{""Inner Critic"": ""Abstain"", ""Builder"": ""No"", ""Future Self"": ""Yes"", ""Dad Voice"": ""Abstain""}",1,1,2,Split,Proceeded anyway,False,Pending,4,
DEC-0401,Personal Growth,Should I read more books or take more courses?,"Future Self, CFO, 80-Year-Old You",3,"{""Future Self"": ""Yes"", ""CFO"": ""Abstain"", ""80-Year-Old You"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Successful,5,14.0
DEC-0402,Relationships,Should I introduce my new partner to my kids?,"Adventurer, Inner Critic, Spouse/Partner",3,"{""Adventurer"": ""Yes"", ""Inner Critic"": ""Abstain"", ""Spouse/Partner"": ""No""}",1,1,1,Split,Proceeded anyway,False,Successful,4,71.0
DEC-0403,Relationships,Should I tell my partner about my past?,"Adventurer, Spouse/Partner, Builder, Dad Voice",4,"{""Adventurer"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Builder"": ""No"", ""Dad Voice"": ""No""}",2,2,0,Split,Proceeded anyway,False,Mixed,3,21.0
DEC-0404,Lifestyle,Should I invest in the expensive hobby equipment?,"Dad Voice, Future Self, Builder, CFO",4,"{""Dad Voice"": ""Yes"", ""Future Self"": ""Abstain"", ""Builder"": ""No"", ""CFO"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Pending,3,
DEC-0405,Health,Should I commit to the early morning workout routine?,"Chaos Goblin, Dad Voice, Builder",3,"{""Chaos Goblin"": ""Abstain"", ""Dad Voice"": ""Abstain"", ""Builder"": ""No""}",0,1,2,No,Did not proceed (aligned with majority),True,Successful,4,45.0
DEC-0406,Creative,Should I collaborate with someone whose style differs from mine?,"Inner Critic, Adventurer, 80-Year-Old You, Spouse/Partner, Dad Voice",5,"{""Inner Critic"": ""Yes"", ""Adventurer"": ""No"", ""80-Year-Old You"": ""No"", ""Spouse/Partner"": ""Yes"", ""Dad Voice"": ""Yes""}",3,2,0,Yes,Chose alternative path,False,Unsuccessful,2,31.0
DEC-0407,Finance,Should I rent or buy in this market?,"Spouse/Partner, Therapist, Chaos Goblin, Adventurer, Inner Critic",5,"{""Spouse/Partner"": ""Abstain"", ""Therapist"": ""Yes"", ""Chaos Goblin"": ""Abstain"", ""Adventurer"": ""Yes"", ""Inner Critic"": ""No""}",2,1,2,Yes,Proceeded (aligned with majority),True,Successful,4,24.0
DEC-0408,Relationships,Should I tell my partner about my past?,"Dad Voice, Builder, Adventurer, Future Self",4,"{""Dad Voice"": ""Abstain"", ""Builder"": ""No"", ""Adventurer"": ""Yes"", ""Future Self"": ""No""}",1,2,1,No,Did not proceed (aligned with majority),True,Mixed,3,55.0
DEC-0409,Finance,Should I start a business with my savings?,"Inner Critic, Builder, 80-Year-Old You",3,"{""Inner Critic"": ""No"", ""Builder"": ""Yes"", ""80-Year-Old You"": ""Abstain""}",1,1,1,Split,Did not proceed (aligned with majority),True,Unsuccessful,2,46.0
DEC-0410,Personal Growth,Should I start the creative project I keep postponing?,"Builder, Adventurer, 80-Year-Old You",3,"{""Builder"": ""Yes"", ""Adventurer"": ""Yes"", ""80-Year-Old You"": ""Yes""}",3,0,0,Yes,Proceeded (aligned with majority),True,Successful,4,54.0
DEC-0411,Career,Should I leave my stable job to travel for a year?,"Dad Voice, Chaos Goblin, Therapist",3,"{""Dad Voice"": ""No"", ""Chaos Goblin"": ""Abstain"", ""Therapist"": ""Yes""}",1,1,1,Split,Chose compromise,False,Pending,4,
DEC-0412,Lifestyle,Should I invest in the expensive hobby equipment?,"Builder, Dad Voice, 80-Year-Old You",3,"{""Builder"": ""No"", ""Dad Voice"": ""No"", ""80-Year-Old You"": ""Yes""}",1,2,0,No,Proceeded anyway,False,Unsuccessful,1,75.0
DEC-0413,Creative,Should I apply to the residency program abroad?,"Therapist, Adventurer, CFO, Spouse/Partner",4,"{""Therapist"": ""Abstain"", ""Adventurer"": ""Yes"", ""CFO"": ""Yes"", ""Spouse/Partner"": ""Yes""}",3,0,1,Yes,Proceeded (aligned with majority),True,Mixed,2,74.0
DEC-0414,Creative,Should I self-publish or try traditional publishing?,"Spouse/Partner, CFO, Future Self",3,"{""Spouse/Partner"": ""No"", ""CFO"": ""No"", ""Future Self"": ""No""}",0,3,0,No,Did not proceed (aligned with majority),True,Successful,4,30.0
DEC-0415,Lifestyle,Should I downsize my apartment to save money?,"Builder, Future Self, Chaos Goblin, 80-Year-Old You",4,"{""Builder"": ""Abstain"", ""Future Self"": ""Abstain"", ""Chaos Goblin"": ""Yes"", ""80-Year-Old You"": ""Abstain""}",1,0,3,Yes,Chose alternative path,False,Successful,3,5.0
DEC-0416,Finance,Should I sell my stocks during this market dip?,"Chaos Goblin, Builder, Adventurer, 80-Year-Old You",4,"{""Chaos Goblin"": ""No"", ""Builder"": ""Yes"", ""Adventurer"": ""Yes"", ""80-Year-Old You"": ""No""}",2,2,0,Split,Did not proceed (aligned with majority),True,Successful,4,68.0
DEC-0417,Health,Should I quit drinking for a year?,"Chaos Goblin, Therapist, Future Self, Adventurer",4,"{""Chaos Goblin"": ""Yes"", ""Therapist"": ""Yes"", ""Future Self"": ""Yes"", ""Adventurer"": ""No""}",3,1,0,Yes,Chose alternative path,False,Successful,5,76.0
DEC-0418,Relationships,Should I have the difficult conversation about our future?,"Dad Voice, 80-Year-Old You, Therapist",3,"{""Dad Voice"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Therapist"": ""Abstain""}",2,0,1,Yes,Proceeded (aligned with majority),True,Mixed,4,38.0
DEC-0419,Health,Should I quit drinking for a year?,"Inner Critic, Adventurer, Future Self",3,"{""Inner Critic"": ""No"", ""Adventurer"": ""No"", ""Future Self"": ""Abstain""}",0,2,1,No,Proceeded anyway,False,Mixed,4,42.0
DEC-0420,Personal Growth,Should I start writing the book I've been thinking about?,"Inner Critic, CFO, 80-Year-Old You, Future Self",4,"{""Inner Critic"": ""No"", ""CFO"": ""No"", ""80-Year-Old You"": ""No"", ""Future Self"": ""Yes""}",1,3,0,No,Chose compromise,False,Unsuccessful,1,7.0
DEC-0421,Lifestyle,Should I take the sabbatical and travel?,"Spouse/Partner, Dad Voice, CFO, Therapist, Future Self",5,"{""Spouse/Partner"": ""No"", ""Dad Voice"": ""No"", ""CFO"": ""No"", ""Therapist"": ""Yes"", ""Future Self"": ""No""}",1,4,0,No,Proceeded anyway,False,Mixed,2,12.0
DEC-0422,Creative,Should I apply to the residency program abroad?,"Builder, Spouse/Partner, Inner Critic, Chaos Goblin",4,"{""Builder"": ""Yes"", ""Spouse/Partner"": ""No"", ""Inner Critic"": ""No"", ""Chaos Goblin"": ""Abstain""}",1,2,1,No,Did not proceed (aligned with majority),True,Mixed,3,25.0
DEC-0423,Relationships,Should I tell my partner about my past?,"Future Self, 80-Year-Old You, Builder, Chaos Goblin, Spouse/Partner",5,"{""Future Self"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Builder"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Spouse/Partner"": ""Abstain""}",3,0,2,Yes,Proceeded (aligned with majority),True,Mixed,4,52.0
DEC-0424,Finance,Should I co-sign my sibling's loan?,"Builder, Future Self, Therapist, CFO",4,"{""Builder"": ""No"", ""Future Self"": ""No"", ""Therapist"": ""Yes"", ""CFO"": ""Yes""}",2,2,0,Split,Did not proceed (aligned with majority),True,Successful,5,71.0
DEC-0425,Finance,Should I max out my 401k or save for a down payment?,"Chaos Goblin, 80-Year-Old You, Spouse/Partner, Adventurer, Inner Critic",5,"{""Chaos Goblin"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Spouse/Partner"": ""Abstain"", ""Adventurer"": ""Yes"", ""Inner Critic"": ""No""}",2,1,2,Yes,Delayed decision,False,Unsuccessful,1,71.0
DEC-0426,Lifestyle,Should I take the solo trip or wait for friends to be available?,"Dad Voice, Spouse/Partner, Therapist, Builder",4,"{""Dad Voice"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Therapist"": ""Abstain"", ""Builder"": ""Yes""}",3,0,1,Yes,Chose alternative path,False,Unsuccessful,2,78.0
DEC-0427,Creative,Should I collaborate with someone whose style differs from mine?,"Therapist, Builder, Dad Voice, Spouse/Partner, CFO",5,"{""Therapist"": ""Abstain"", ""Builder"": ""Abstain"", ""Dad Voice"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""CFO"": ""Yes""}",3,0,2,Yes,Proceeded (aligned with majority),True,Successful,4,27.0
DEC-0428,Career,Should I ask for a promotion or wait for it to be offered?,"Adventurer, CFO, Future Self, Spouse/Partner, Therapist",5,"{""Adventurer"": ""Yes"", ""CFO"": ""Abstain"", ""Future Self"": ""Yes"", ""Spouse/Partner"": ""No"", ""Therapist"": ""Yes""}",3,1,1,Yes,Chose alternative path,False,Mixed,4,26.0
DEC-0429,Career,Should I accept the lateral move to a different department?,"Spouse/Partner, Dad Voice, 80-Year-Old You",3,"{""Spouse/Partner"": ""No"", ""Dad Voice"": ""Yes"", ""80-Year-Old You"": ""Yes""}",2,1,0,Yes,Delayed decision,False,Unsuccessful,2,88.0
DEC-0430,Creative,Should I self-publish or try traditional publishing?,"Builder, Adventurer, Spouse/Partner, Chaos Goblin",4,"{""Builder"": ""Yes"", ""Adventurer"": ""Yes"", ""Spouse/Partner"": ""Abstain"", ""Chaos Goblin"": ""Yes""}",3,0,1,Yes,Chose alternative path,False,Successful,3,28.0
DEC-0431,Personal Growth,Should I delete social media for a month?,"80-Year-Old You, Adventurer, Builder",3,"{""80-Year-Old You"": ""Yes"", ""Adventurer"": ""Yes"", ""Builder"": ""No""}",2,1,0,Yes,Proceeded (aligned with majority),True,Successful,4,7.0
DEC-0432,Career,Should I take the job offer with higher pay but longer commute?,"Spouse/Partner, 80-Year-Old You, CFO, Future Self, Adventurer",5,"{""Spouse/Partner"": ""No"", ""80-Year-Old You"": ""Yes"", ""CFO"": ""Yes"", ""Future Self"": ""Yes"", ""Adventurer"": ""Yes""}",4,1,0,Yes,Proceeded (aligned with majority),True,Successful,3,65.0
DEC-0433,Health,Should I prioritize sleep over my social life?,"Adventurer, Inner Critic, Future Self, CFO",4,"{""Adventurer"": ""Yes"", ""Inner Critic"": ""No"", ""Future Self"": ""No"", ""CFO"": ""Yes""}",2,2,0,Split,Did not proceed (aligned with majority),True,Pending,3,
DEC-0434,Relationships,Should I reconnect with my estranged sibling?,"Adventurer, Therapist, Inner Critic",3,"{""Adventurer"": ""Yes"", ""Therapist"": ""No"", ""Inner Critic"": ""Abstain""}",1,1,1,Split,Did not proceed (aligned with majority),True,Successful,3,52.0
DEC-0435,Lifestyle,Should I buy the expensive thing that would make me happy?,"Chaos Goblin, Adventurer, Therapist, Future Self",4,"{""Chaos Goblin"": ""Yes"", ""Adventurer"": ""Yes"", ""Therapist"": ""Abstain"", ""Future Self"": ""Yes""}",3,0,1,Yes,Proceeded (aligned with majority),True,Mixed,3,65.0
DEC-0436,Health,Should I try therapy or keep managing on my own?,"Spouse/Partner, 80-Year-Old You, Inner Critic, CFO, Chaos Goblin",5,"{""Spouse/Partner"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Inner Critic"": ""No"", ""CFO"": ""No"", ""Chaos Goblin"": ""Yes""}",3,2,0,Yes,Chose alternative path,False,Mixed,4,71.0
DEC-0437,Finance,Should I sell my stocks during this market dip?,"Future Self, Adventurer, CFO, Therapist, Inner Critic",5,"{""Future Self"": ""Yes"", ""Adventurer"": ""Yes"", ""CFO"": ""Abstain"", ""Therapist"": ""No"", ""Inner Critic"": ""No""}",2,2,1,Split,Did not proceed (aligned with majority),True,Successful,5,42.0
DEC-0438,Creative,Should I share my creative work publicly?,"Dad Voice, Builder, Adventurer, Chaos Goblin",4,"{""Dad Voice"": ""Abstain"", ""Builder"": ""Yes"", ""Adventurer"": ""Yes"", ""Chaos Goblin"": ""No""}",2,1,1,Yes,Proceeded (aligned with majority),True,Successful,4,89.0
DEC-0439,Health,Should I train for a marathon even though I've never run?,"Dad Voice, Inner Critic, Builder",3,"{""Dad Voice"": ""Yes"", ""Inner Critic"": ""Abstain"", ""Builder"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Successful,3,38.0
DEC-0440,Finance,Should I take the early retirement package?,"Builder, Therapist, Dad Voice, Future Self",4,"{""Builder"": ""Yes"", ""Therapist"": ""No"", ""Dad Voice"": ""Yes"", ""Future Self"": ""No""}",2,2,0,Split,Did not proceed (aligned with majority),True,Successful,4,65.0
DEC-0441,Career,Should I ask for a promotion or wait for it to be offered?,"Builder, Adventurer, Spouse/Partner",3,"{""Builder"": ""Yes"", ""Adventurer"": ""No"", ""Spouse/Partner"": ""Abstain""}",1,1,1,Split,Did not proceed (aligned with majority),True,Successful,5,69.0
